#,Date-Time (French Polynesia Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
592,10/26/2022 15:30:00,27.32,583.36,,,,,,
593,10/26/2022 15:40:00,27.32,1020.16,,,,,,
594,10/26/2022 15:50:00,27.37,1206.08,,,,,,
595,10/26/2022 16:00:00,27.32,571.52,,,,,,
596,10/26/2022 16:10:00,27.28,181.76,,,,,,
597,10/26/2022 16:20:00,27.24,461.92,,,,,,
598,10/26/2022 16:30:00,27.11,357.44,,,,,,
599,10/26/2022 16:40:00,27.07,238.24,,,,,,
600,10/26/2022 16:50:00,26.98,186.88,,,,,,
601,10/26/2022 17:00:00,26.98,177.44,,,,,,
602,10/26/2022 17:10:00,26.98,204.72,,,,,,
603,10/26/2022 17:20:00,26.98,174.96,,,,,,
604,10/26/2022 17:30:00,26.94,170.56,,,,,,
605,10/26/2022 17:40:00,26.98,131.16,,,,,,
606,10/26/2022 17:50:00,26.90,62.48,,,,,,
607,10/26/2022 18:00:00,26.77,22.88,,,,,,
608,10/26/2022 18:10:00,26.72,4.90,,,,,,
609,10/26/2022 18:20:00,26.64,0.00,,,,,,
610,10/26/2022 18:30:00,26.60,0.00,,,,,,
611,10/26/2022 18:40:00,26.60,0.21,,,,,,
612,10/26/2022 18:50:00,26.55,0.00,,,,,,
613,10/26/2022 19:00:00,26.51,0.00,,,,,,
614,10/26/2022 19:10:00,26.55,0.00,,,,,,
615,10/26/2022 19:20:00,26.60,0.00,,,,,,
616,10/26/2022 19:30:00,26.60,0.00,,,,,,
617,10/26/2022 19:40:00,26.72,0.00,,,,,,
618,10/26/2022 19:50:00,26.77,0.00,,,,,,
619,10/26/2022 20:00:00,26.81,0.00,,,,,,
620,10/26/2022 20:10:00,26.85,0.00,,,,,,
621,10/26/2022 20:20:00,26.85,0.00,,,,,,
622,10/26/2022 20:30:00,26.90,0.00,,,,,,
623,10/26/2022 20:40:00,26.90,0.00,,,,,,
624,10/26/2022 20:50:00,26.85,0.00,,,,,,
625,10/26/2022 21:00:00,26.77,0.00,,,,,,
626,10/26/2022 21:10:00,26.77,0.00,,,,,,
627,10/26/2022 21:20:00,26.81,0.00,,,,,,
628,10/26/2022 21:30:00,26.81,0.00,,,,,,
629,10/26/2022 21:40:00,26.85,0.00,,,,,,
630,10/26/2022 21:50:00,26.85,0.00,,,,,,
631,10/26/2022 22:00:00,26.85,0.00,,,,,,
632,10/26/2022 22:10:00,26.90,0.00,,,,,,
633,10/26/2022 22:20:00,26.85,0.00,,,,,,
634,10/26/2022 22:30:00,26.90,0.00,,,,,,
635,10/26/2022 22:40:00,26.90,0.00,,,,,,
636,10/26/2022 22:50:00,26.90,0.00,,,,,,
637,10/26/2022 23:00:00,26.94,0.00,,,,,,
638,10/26/2022 23:10:00,26.90,0.00,,,,,,
639,10/26/2022 23:20:00,26.94,0.00,,,,,,
640,10/26/2022 23:30:00,26.90,0.00,,,,,,
641,10/26/2022 23:40:00,26.90,0.00,,,,,,
642,10/26/2022 23:50:00,26.85,0.00,,,,,,
643,10/27/2022 00:00:00,26.85,0.00,,,,,,
644,10/27/2022 00:10:00,26.90,0.00,,,,,,
645,10/27/2022 00:20:00,26.81,0.00,,,,,,
646,10/27/2022 00:30:00,26.85,0.00,,,,,,
647,10/27/2022 00:40:00,26.81,0.00,,,,,,
648,10/27/2022 00:50:00,26.81,0.00,,,,,,
649,10/27/2022 01:00:00,26.81,0.00,,,,,,
650,10/27/2022 01:10:00,26.77,0.00,,,,,,
651,10/27/2022 01:20:00,26.81,0.00,,,,,,
652,10/27/2022 01:30:00,26.77,0.00,,,,,,
653,10/27/2022 01:40:00,26.81,0.00,,,,,,
654,10/27/2022 01:50:00,26.77,0.00,,,,,,
655,10/27/2022 02:00:00,26.77,0.00,,,,,,
656,10/27/2022 02:10:00,26.77,0.00,,,,,,
657,10/27/2022 02:20:00,26.72,0.00,,,,,,
658,10/27/2022 02:30:00,26.72,0.00,,,,,,
659,10/27/2022 02:40:00,26.72,0.00,,,,,,
660,10/27/2022 02:50:00,26.72,0.00,,,,,,
661,10/27/2022 03:00:00,26.72,0.00,,,,,,
662,10/27/2022 03:10:00,26.72,0.00,,,,,,
663,10/27/2022 03:20:00,26.68,0.00,,,,,,
664,10/27/2022 03:30:00,26.72,0.00,,,,,,
665,10/27/2022 03:40:00,26.72,0.21,,,,,,
666,10/27/2022 03:50:00,26.72,0.00,,,,,,
667,10/27/2022 04:00:00,26.68,0.00,,,,,,
668,10/27/2022 04:10:00,26.68,0.00,,,,,,
669,10/27/2022 04:20:00,26.68,0.00,,,,,,
670,10/27/2022 04:30:00,26.68,0.00,,,,,,
671,10/27/2022 04:40:00,26.68,0.00,,,,,,
672,10/27/2022 04:50:00,26.68,0.00,,,,,,
673,10/27/2022 05:00:00,26.72,0.00,,,,,,
674,10/27/2022 05:10:00,26.68,1.27,,,,,,
675,10/27/2022 05:20:00,26.68,10.86,,,,,,
676,10/27/2022 05:30:00,26.72,39.74,,,,,,
677,10/27/2022 05:40:00,26.72,94.16,,,,,,
678,10/27/2022 05:50:00,26.72,171.44,,,,,,
679,10/27/2022 06:00:00,26.72,247.60,,,,,,
680,10/27/2022 06:10:00,26.77,309.36,,,,,,
681,10/27/2022 06:20:00,26.77,325.60,,,,,,
682,10/27/2022 06:30:00,26.81,453.44,,,,,,
683,10/27/2022 06:40:00,26.81,984.32,,,,,,
684,10/27/2022 06:50:00,26.90,827.20,,,,,,
685,10/27/2022 07:00:00,26.90,512.64,,,,,,
686,10/27/2022 07:10:00,26.94,845.12,,,,,,
687,10/27/2022 07:20:00,27.02,1338.24,,,,,,
688,10/27/2022 07:30:00,27.07,2154.88,,,,,,
689,10/27/2022 07:40:00,27.20,2117.12,,,,,,
690,10/27/2022 07:50:00,27.32,1803.52,,,,,,
691,10/27/2022 08:00:00,27.28,1367.68,,,,,,
692,10/27/2022 08:10:00,27.24,1298.88,,,,,,
693,10/27/2022 08:20:00,27.24,1529.60,,,,,,
694,10/27/2022 08:30:00,27.28,1477.12,,,,,,
695,10/27/2022 08:40:00,27.32,1678.72,,,,,,
696,10/27/2022 08:50:00,27.45,4097.28,,,,,,
697,10/27/2022 09:00:00,27.45,1444.48,,,,,,
698,10/27/2022 09:10:00,27.41,975.04,,,,,,
699,10/27/2022 09:20:00,27.41,1134.40,,,,,,
700,10/27/2022 09:30:00,27.45,1708.80,,,,,,
701,10/27/2022 09:40:00,27.54,2357.76,,,,,,
702,10/27/2022 09:50:00,27.58,2405.12,,,,,,
703,10/27/2022 10:00:00,27.58,2764.80,,,,,,
704,10/27/2022 10:10:00,27.63,3417.60,,,,,,
705,10/27/2022 10:20:00,27.58,2200.96,,,,,,
706,10/27/2022 10:30:00,27.67,2240.00,,,,,,
707,10/27/2022 10:40:00,27.58,2231.04,,,,,,
708,10/27/2022 10:50:00,27.63,2435.84,,,,,,
709,10/27/2022 11:00:00,27.84,4623.36,,,,,,
710,10/27/2022 11:10:00,27.97,4960.00,,,,,,
711,10/27/2022 11:20:00,28.10,3982.08,,,,,,
712,10/27/2022 11:30:00,28.18,4766.72,,,,,,
713,10/27/2022 11:40:00,28.23,4605.44,,,,,,
714,10/27/2022 11:50:00,28.27,4435.20,,,,,,
715,10/27/2022 12:00:00,28.31,4756.48,,,,,,
716,10/27/2022 12:10:00,28.27,3709.44,,,,,,
717,10/27/2022 12:20:00,28.27,2008.32,,,,,,
718,10/27/2022 12:30:00,28.23,4002.56,,,,,,
719,10/27/2022 12:40:00,28.31,3161.60,,,,,,
720,10/27/2022 12:50:00,28.18,3982.08,,,,,,
721,10/27/2022 13:00:00,28.18,2550.40,,,,,,
722,10/27/2022 13:10:00,28.18,3797.76,,,,,,
723,10/27/2022 13:20:00,28.14,4492.80,,,,,,
724,10/27/2022 13:30:00,28.18,3988.48,,,,,,
725,10/27/2022 13:40:00,28.18,3760.64,,,,,,
726,10/27/2022 13:50:00,28.18,3644.16,,,,,,
727,10/27/2022 14:00:00,28.18,3511.04,,,,,,
728,10/27/2022 14:10:00,28.23,3427.84,,,,,,
729,10/27/2022 14:20:00,28.18,3329.28,,,,,,
730,10/27/2022 14:30:00,28.14,3284.48,,,,,,
731,10/27/2022 14:40:00,28.14,3128.32,,,,,,
732,10/27/2022 14:50:00,28.14,3018.24,,,,,,
733,10/27/2022 15:00:00,28.01,877.44,,,,,,
734,10/27/2022 15:10:00,27.97,936.64,,,,,,
735,10/27/2022 15:20:00,27.88,867.20,,,,,,
736,10/27/2022 15:30:00,27.80,736.32,,,,,,
737,10/27/2022 15:40:00,27.80,673.60,,,,,,
738,10/27/2022 15:50:00,27.71,684.80,,,,,,
739,10/27/2022 16:00:00,27.71,655.68,,,,,,
740,10/27/2022 16:10:00,27.67,737.92,,,,,,
741,10/27/2022 16:20:00,27.63,658.24,,,,,,
742,10/27/2022 16:30:00,27.67,644.80,,,,,,
743,10/27/2022 16:40:00,27.58,476.80,,,,,,
744,10/27/2022 16:50:00,27.54,345.44,,,,,,
745,10/27/2022 17:00:00,27.50,303.44,,,,,,
746,10/27/2022 17:10:00,27.54,313.04,,,,,,
747,10/27/2022 17:20:00,27.50,284.64,,,,,,
748,10/27/2022 17:30:00,27.41,221.20,,,,,,
749,10/27/2022 17:40:00,27.37,139.76,,,,,,
750,10/27/2022 17:50:00,27.37,80.18,,,,,,
751,10/27/2022 18:00:00,27.28,29.08,,,,,,
752,10/27/2022 18:10:00,27.24,6.60,,,,,,
753,10/27/2022 18:20:00,27.32,0.42,,,,,,
754,10/27/2022 18:30:00,27.28,0.00,,,,,,
755,10/27/2022 18:40:00,27.24,0.00,,,,,,
756,10/27/2022 18:50:00,27.24,0.00,,,,,,
757,10/27/2022 19:00:00,27.20,0.00,,,,,,
758,10/27/2022 19:10:00,27.20,0.00,,,,,,
759,10/27/2022 19:20:00,27.20,0.00,,,,,,
760,10/27/2022 19:30:00,27.24,0.00,,,,,,
761,10/27/2022 19:40:00,27.20,0.00,,,,,,
762,10/27/2022 19:50:00,27.15,0.00,,,,,,
763,10/27/2022 20:00:00,27.15,0.00,,,,,,
764,10/27/2022 20:10:00,27.24,0.00,,,,,,
765,10/27/2022 20:20:00,27.15,0.00,,,,,,
766,10/27/2022 20:30:00,27.20,0.00,,,,,,
767,10/27/2022 20:40:00,27.24,0.00,,,,,,
768,10/27/2022 20:50:00,27.24,0.00,,,,,,
769,10/27/2022 21:00:00,27.24,0.00,,,,,,
770,10/27/2022 21:10:00,27.24,0.00,,,,,,
771,10/27/2022 21:20:00,27.28,0.00,,,,,,
772,10/27/2022 21:30:00,27.28,0.00,,,,,,
773,10/27/2022 21:40:00,27.28,0.21,,,,,,
774,10/27/2022 21:50:00,27.28,0.00,,,,,,
775,10/27/2022 22:00:00,27.28,0.00,,,,,,
776,10/27/2022 22:10:00,27.28,0.00,,,,,,
777,10/27/2022 22:20:00,27.24,0.00,,,,,,
778,10/27/2022 22:30:00,27.24,0.00,,,,,,
779,10/27/2022 22:40:00,27.28,0.00,,,,,,
780,10/27/2022 22:50:00,27.28,0.00,,,,,,
781,10/27/2022 23:00:00,27.24,0.00,,,,,,
782,10/27/2022 23:10:00,27.28,0.00,,,,,,
783,10/27/2022 23:20:00,27.24,0.00,,,,,,
784,10/27/2022 23:30:00,27.24,0.00,,,,,,
785,10/27/2022 23:40:00,27.24,0.00,,,,,,
786,10/27/2022 23:50:00,27.24,0.00,,,,,,
787,10/28/2022 00:00:00,27.20,0.00,,,,,,
788,10/28/2022 00:10:00,27.20,0.00,,,,,,
789,10/28/2022 00:20:00,27.20,0.00,,,,,,
790,10/28/2022 00:30:00,27.15,0.00,,,,,,
791,10/28/2022 00:40:00,27.15,0.00,,,,,,
792,10/28/2022 00:50:00,27.11,0.00,,,,,,
793,10/28/2022 01:00:00,27.07,0.00,,,,,,
794,10/28/2022 01:10:00,27.11,0.00,,,,,,
795,10/28/2022 01:20:00,27.07,0.00,,,,,,
796,10/28/2022 01:30:00,27.11,0.00,,,,,,
797,10/28/2022 01:40:00,27.02,0.00,,,,,,
798,10/28/2022 01:50:00,27.02,0.00,,,,,,
799,10/28/2022 02:00:00,27.02,0.00,,,,,,
800,10/28/2022 02:10:00,27.07,0.00,,,,,,
801,10/28/2022 02:20:00,27.02,0.00,,,,,,
802,10/28/2022 02:30:00,26.98,0.00,,,,,,
803,10/28/2022 02:40:00,27.02,0.00,,,,,,
804,10/28/2022 02:50:00,27.02,0.00,,,,,,
805,10/28/2022 03:00:00,27.07,0.00,,,,,,
806,10/28/2022 03:10:00,26.98,0.00,,,,,,
807,10/28/2022 03:20:00,26.98,0.00,,,,,,
808,10/28/2022 03:30:00,26.98,0.21,,,,,,
809,10/28/2022 03:40:00,26.98,0.00,,,,,,
810,10/28/2022 03:50:00,26.94,0.00,,,,,,
811,10/28/2022 04:00:00,26.98,0.00,,,,,,
812,10/28/2022 04:10:00,26.94,0.00,,,,,,
813,10/28/2022 04:20:00,26.94,0.00,,,,,,
814,10/28/2022 04:30:00,26.94,0.00,,,,,,
815,10/28/2022 04:40:00,26.94,0.00,,,,,,
816,10/28/2022 04:50:00,26.94,0.00,,,,,,
817,10/28/2022 05:00:00,26.90,0.00,,,,,,
818,10/28/2022 05:10:00,26.90,2.98,,,,,,
819,10/28/2022 05:20:00,26.90,16.64,,,,,,
820,10/28/2022 05:30:00,26.85,51.34,,,,,,
821,10/28/2022 05:40:00,26.85,95.04,,,,,,
822,10/28/2022 05:50:00,26.85,138.72,,,,,,
823,10/28/2022 06:00:00,26.85,183.44,,,,,,
824,10/28/2022 06:10:00,26.85,231.20,,,,,,
825,10/28/2022 06:20:00,26.90,566.72,,,,,,
826,10/28/2022 06:30:00,26.85,731.20,,,,,,
827,10/28/2022 06:40:00,26.94,907.52,,,,,,
828,10/28/2022 06:50:00,26.98,1047.36,,,,,,
829,10/28/2022 07:00:00,27.11,1189.12,,,,,,
830,10/28/2022 07:10:00,27.20,1335.68,,,,,,
831,10/28/2022 07:20:00,27.28,1503.36,,,,,,
832,10/28/2022 07:30:00,27.37,1751.68,,,,,,
833,10/28/2022 07:40:00,27.37,1950.08,,,,,,
834,10/28/2022 07:50:00,27.37,2125.44,,,,,,
835,10/28/2022 08:00:00,27.45,2362.88,,,,,,
836,10/28/2022 08:10:00,27.50,2522.88,,,,,,
837,10/28/2022 08:20:00,27.71,3531.52,,,,,,
838,10/28/2022 08:30:00,27.93,5263.36,,,,,,
839,10/28/2022 08:40:00,27.84,5445.12,,,,,,
840,10/28/2022 08:50:00,27.84,5760.00,,,,,,
841,10/28/2022 09:00:00,27.88,6115.84,,,,,,
842,10/28/2022 09:10:00,27.97,6763.52,,,,,,
843,10/28/2022 09:20:00,27.97,2142.72,,,,,,
844,10/28/2022 09:30:00,28.05,7288.32,,,,,,
845,10/28/2022 09:40:00,28.23,7718.40,,,,,,
846,10/28/2022 09:50:00,28.10,2009.60,,,,,,
847,10/28/2022 10:00:00,28.23,8448.00,,,,,,
848,10/28/2022 10:10:00,28.23,7705.60,,,,,,
849,10/28/2022 10:20:00,27.97,1451.52,,,,,,
850,10/28/2022 10:30:00,27.80,1385.60,,,,,,
851,10/28/2022 10:40:00,27.67,1863.04,,,,,,
852,10/28/2022 10:50:00,27.58,1633.92,,,,,,
853,10/28/2022 11:00:00,27.54,1565.44,,,,,,
854,10/28/2022 11:10:00,27.41,1371.52,,,,,,
855,10/28/2022 11:20:00,27.37,1495.04,,,,,,
856,10/28/2022 11:30:00,27.28,1824.00,,,,,,
857,10/28/2022 11:40:00,27.41,2277.12,,,,,,
858,10/28/2022 11:50:00,27.41,2065.92,,,,,,
859,10/28/2022 12:00:00,27.37,2058.88,,,,,,
860,10/28/2022 12:10:00,27.37,1989.12,,,,,,
861,10/28/2022 12:20:00,27.37,1953.28,,,,,,
862,10/28/2022 12:30:00,27.32,2364.16,,,,,,
863,10/28/2022 12:40:00,27.75,8046.08,,,,,,
864,10/28/2022 12:50:00,27.71,1994.24,,,,,,
865,10/28/2022 13:00:00,27.58,1149.76,,,,,,
866,10/28/2022 13:10:00,27.41,1033.92,,,,,,
867,10/28/2022 13:20:00,27.41,1194.88,,,,,,
868,10/28/2022 13:30:00,27.41,1247.68,,,,,,
869,10/28/2022 13:40:00,27.41,1747.84,,,,,,
870,10/28/2022 13:50:00,27.41,1943.04,,,,,,
871,10/28/2022 14:00:00,27.32,1246.08,,,,,,
872,10/28/2022 14:10:00,27.32,1214.40,,,,,,
873,10/28/2022 14:20:00,27.32,1402.24,,,,,,
874,10/28/2022 14:30:00,27.41,1628.80,,,,,,
875,10/28/2022 14:40:00,27.37,1621.76,,,,,,
876,10/28/2022 14:50:00,27.45,2204.16,,,,,,
877,10/28/2022 15:00:00,27.50,2853.12,,,,,,
878,10/28/2022 15:10:00,27.45,1344.00,,,,,,
879,10/28/2022 15:20:00,27.37,1077.44,,,,,,
880,10/28/2022 15:30:00,27.50,1801.60,,,,,,
881,10/28/2022 15:40:00,27.50,1521.28,,,,,,
882,10/28/2022 15:50:00,27.58,1125.76,,,,,,
883,10/28/2022 16:00:00,27.58,2414.08,,,,,,
884,10/28/2022 16:10:00,27.50,778.88,,,,,,
885,10/28/2022 16:20:00,27.54,1693.44,,,,,,
886,10/28/2022 16:30:00,27.50,1114.88,,,,,,
887,10/28/2022 16:40:00,27.45,832.96,,,,,,
888,10/28/2022 16:50:00,25.61,720.96,,,,,,
889,10/28/2022 17:00:00,25.48,814.40,,,,,,
890,10/28/2022 17:10:00,25.74,608.96,,,,,,
891,10/28/2022 17:19:23,,,,Logged,,,,
892,10/28/2022 17:19:24,,,,,Logged,,,
893,10/28/2022 17:19:25,,,,,,Logged,,
894,10/28/2022 17:20:00,25.95,558.72,,,,,,
895,10/28/2022 17:20:04,,,,,,,Logged,Logged
