Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
23.01.26;01:37:06;1;0;0.1256;0.1119;0.1295;0.1447;0.1422;0.1413;0.2317;0.2512;0.1237;0.1461;0.1290;0.1383;0.2263;0.2375;0.1432;0.1285;0.1471;0.1652;0.1804;0.1789;0.3309;0.3539;0.1393;0.1628;0.1461;0.1525;0.2644;0.2727;0.123;0.129;0.120;0.124;0.211;0.210;0.300;0.290;0.112;0.102;0.117;0.093;0.144;0.129;
