Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
23.01.26;01:44:18;1;0;0.1144;0.1476;0.1818;0.1818;0.2087;0.1989;0.1623;0.1574;0.1334;0.1217;0.1911;0.1931;0.2190;0.3011;0.2918;0.2996;0.3148;0.3025;0.2967;0.2957;0.1755;0.1549;0.3416;0.3514;0.478;0.510;0.377;0.393;0.337;0.342;0.453;0.468;0.240;0.215;0.441;0.451;
