Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
23.01.26;01:20:25;1;0;0.1901;0.1999;0.2038;0.1994;0.1584;0.1432;0.1935;0.1901;0.1608;0.1696;0.1632;0.1686;0.1916;0.1686;0.1505;0.1623;0.3148;0.3275;0.3563;0.3460;0.3324;0.3069;0.3900;0.3812;0.3314;0.3514;0.3152;0.3304;0.3812;0.3441;0.2625;0.2864;0.396;0.390;0.428;0.424;0.524;0.533;0.504;0.501;0.515;0.517;0.482;0.490;0.497;0.510;0.426;0.433;
