Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
23.01.26;01:48:53;1;0;0.1447;0.1334;0.1691;0.1730;0.1608;0.1740;0.1774;0.1369;0.2063;0.1906;0.1564;0.1559;0.1559;0.1471;0.0992;0.0821;0.2952;0.2830;0.3421;0.3485;0.3250;0.3500;0.3685;0.2845;0.3837;0.3964;0.3402;0.3539;0.3055;0.3157;0.1041;0.0885;0.510;0.528;0.506;0.504;0.505;0.503;0.519;0.519;0.462;0.519;0.540;0.559;0.490;0.534;0.047;0.072;
