Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
23.01.26;01:44:44;1;0;0.1549;0.1642;0.1569;0.1730;0.1564;0.1794;0.1466;0.1628;0.1686;0.1691;0.1549;0.1838;0.2805;0.3035;0.3001;0.3333;0.3094;0.3436;0.2996;0.3363;0.2879;0.2849;0.3255;0.3729;0.448;0.459;0.477;0.481;0.494;0.478;0.511;0.516;0.414;0.407;0.524;0.507;
