ShortUniqueID, PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
0105,pulchritude_3.0,2000_1_1,491618,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,496258,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
ShortUniqueID, PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
0105,pulchritude_3.0,2000_1_1,500898,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,505712,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,510354,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,514993,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,519631,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,524277,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,528918,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,533556,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,538194,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,542835,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,547474,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,552378,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,557017,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,561658,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,566296,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,570935,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,575577,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,580215,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,584853,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,589492,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,594134,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2000_1_1,598771,0,0,0,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
ShortUniqueID, PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
0105,pulchritude_3.0,2026_1_20,30083,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,34929,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,39573,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,44221,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,48871,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,53517,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,58160,9,20,41,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
0105,pulchritude_3.0,2026_1_20,62862,9,21,42,29.00,70.10,-126.62,CHL,29.00,70.10,-126.61,CHL,29.00,70.10,-126.48,CHL,29.00,70.10,-126.59,CHL,
