#,Date-Time (French Polynesia Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
2071,10/27/2022 05:30:00,26.51,68.50,,,,,,
2072,10/27/2022 05:40:00,26.51,164.32,,,,,,
2073,10/27/2022 05:50:00,26.51,303.20,,,,,,
2074,10/27/2022 06:00:00,26.55,449.12,,,,,,
2075,10/27/2022 06:10:00,26.60,525.12,,,,,,
2076,10/27/2022 06:20:00,26.55,540.00,,,,,,
2077,10/27/2022 06:30:00,26.55,730.24,,,,,,
2078,10/27/2022 06:40:00,26.60,1239.36,,,,,,
2079,10/27/2022 06:50:00,26.68,1588.48,,,,,,
2080,10/27/2022 07:00:00,26.68,884.80,,,,,,
2081,10/27/2022 07:10:00,26.72,1411.20,,,,,,
2082,10/27/2022 07:20:00,26.85,2444.80,,,,,,
2083,10/27/2022 07:30:00,26.90,3838.72,,,,,,
2084,10/27/2022 07:40:00,26.94,3827.20,,,,,,
2085,10/27/2022 07:50:00,27.07,3221.76,,,,,,
2086,10/27/2022 08:00:00,27.07,2561.28,,,,,,
2087,10/27/2022 08:10:00,27.20,2436.48,,,,,,
2088,10/27/2022 08:20:00,27.20,2941.44,,,,,,
2089,10/27/2022 08:30:00,27.24,2845.44,,,,,,
2090,10/27/2022 08:40:00,27.28,3155.20,,,,,,
2091,10/27/2022 08:50:00,27.50,8092.16,,,,,,
2092,10/27/2022 09:00:00,27.45,2830.08,,,,,,
2093,10/27/2022 09:10:00,27.37,1864.32,,,,,,
2094,10/27/2022 09:20:00,27.37,2184.96,,,,,,
2095,10/27/2022 09:30:00,27.41,3362.56,,,,,,
2096,10/27/2022 09:40:00,27.50,4700.16,,,,,,
2097,10/27/2022 09:50:00,27.58,4833.28,,,,,,
2098,10/27/2022 10:00:00,27.58,5639.68,,,,,,
2099,10/27/2022 10:10:00,27.67,6085.12,,,,,,
2100,10/27/2022 10:20:00,27.67,4446.72,,,,,,
2101,10/27/2022 10:30:00,27.67,4400.64,,,,,,
2102,10/27/2022 10:40:00,27.71,4414.72,,,,,,
2103,10/27/2022 10:50:00,27.71,5013.76,,,,,,
2104,10/27/2022 11:00:00,27.97,10309.12,,,,,,
2105,10/27/2022 11:10:00,28.10,10152.96,,,,,,
2106,10/27/2022 11:20:00,28.18,8471.04,,,,,,
2107,10/27/2022 11:30:00,28.27,9779.20,,,,,,
2108,10/27/2022 11:40:00,28.35,9359.36,,,,,,
2109,10/27/2022 11:50:00,28.40,8929.28,,,,,,
2110,10/27/2022 12:00:00,28.44,9041.92,,,,,,
2111,10/27/2022 12:10:00,28.40,8294.40,,,,,,
2112,10/27/2022 12:20:00,28.35,3919.36,,,,,,
2113,10/27/2022 12:30:00,28.35,8104.96,,,,,,
2114,10/27/2022 12:40:00,28.44,7549.44,,,,,,
2115,10/27/2022 12:50:00,28.35,7395.84,,,,,,
2116,10/27/2022 13:00:00,28.31,5578.24,,,,,,
2117,10/27/2022 13:10:00,28.35,7344.64,,,,,,
2118,10/27/2022 13:20:00,28.31,9218.56,,,,,,
2119,10/27/2022 13:30:00,28.31,8028.16,,,,,,
2120,10/27/2022 13:40:00,28.40,7662.08,,,,,,
2121,10/27/2022 13:50:00,28.40,7480.32,,,,,,
2122,10/27/2022 14:00:00,28.35,7175.68,,,,,,
2123,10/27/2022 14:10:00,28.35,6986.24,,,,,,
2124,10/27/2022 14:20:00,28.31,6684.16,,,,,,
2125,10/27/2022 14:30:00,28.31,6612.48,,,,,,
2126,10/27/2022 14:40:00,28.27,6241.28,,,,,,
2127,10/27/2022 14:50:00,28.27,6100.48,,,,,,
2128,10/27/2022 15:00:00,28.05,1762.56,,,,,,
2129,10/27/2022 15:10:00,28.01,1877.12,,,,,,
2130,10/27/2022 15:20:00,27.93,1735.04,,,,,,
2131,10/27/2022 15:30:00,27.80,1467.52,,,,,,
2132,10/27/2022 15:40:00,27.75,1320.96,,,,,,
2133,10/27/2022 15:50:00,27.71,1351.04,,,,,,
2134,10/27/2022 16:00:00,27.67,1305.28,,,,,,
2135,10/27/2022 16:10:00,27.67,1450.88,,,,,,
2136,10/27/2022 16:20:00,27.63,1314.56,,,,,,
2137,10/27/2022 16:30:00,27.58,1216.32,,,,,,
2138,10/27/2022 16:40:00,27.54,928.00,,,,,,
2139,10/27/2022 16:50:00,27.54,662.08,,,,,,
2140,10/27/2022 17:00:00,27.50,582.72,,,,,,
2141,10/27/2022 17:10:00,27.45,598.88,,,,,,
2142,10/27/2022 17:20:00,27.45,542.24,,,,,,
2143,10/27/2022 17:30:00,27.32,416.64,,,,,,
2144,10/27/2022 17:40:00,27.32,260.96,,,,,,
2145,10/27/2022 17:50:00,27.28,149.52,,,,,,
2146,10/27/2022 18:00:00,27.24,55.18,,,,,,
2147,10/27/2022 18:10:00,27.20,12.09,,,,,,
2148,10/27/2022 18:20:00,27.15,0.87,,,,,,
2149,10/27/2022 18:30:00,27.15,0.00,,,,,,
2150,10/27/2022 18:40:00,27.15,0.00,,,,,,
2151,10/27/2022 18:50:00,27.11,0.00,,,,,,
2152,10/27/2022 19:00:00,27.07,0.00,,,,,,
2153,10/27/2022 19:10:00,27.07,0.00,,,,,,
2154,10/27/2022 19:20:00,27.11,0.00,,,,,,
2155,10/27/2022 19:30:00,27.07,0.00,,,,,,
2156,10/27/2022 19:40:00,27.07,0.00,,,,,,
2157,10/27/2022 19:50:00,27.11,0.00,,,,,,
2158,10/27/2022 20:00:00,27.07,0.00,,,,,,
2159,10/27/2022 20:10:00,27.07,0.00,,,,,,
2160,10/27/2022 20:20:00,27.02,0.00,,,,,,
2161,10/27/2022 20:30:00,27.07,0.00,,,,,,
2162,10/27/2022 20:40:00,27.07,0.00,,,,,,
2163,10/27/2022 20:50:00,27.11,0.00,,,,,,
2164,10/27/2022 21:00:00,27.11,0.00,,,,,,
2165,10/27/2022 21:10:00,27.11,0.00,,,,,,
2166,10/27/2022 21:20:00,27.11,0.00,,,,,,
2167,10/27/2022 21:30:00,27.11,0.00,,,,,,
2168,10/27/2022 21:40:00,27.15,0.00,,,,,,
2169,10/27/2022 21:50:00,27.11,0.00,,,,,,
2170,10/27/2022 22:00:00,27.11,0.00,,,,,,
2171,10/27/2022 22:10:00,27.15,0.00,,,,,,
2172,10/27/2022 22:20:00,27.15,0.00,,,,,,
2173,10/27/2022 22:30:00,27.07,0.00,,,,,,
2174,10/27/2022 22:40:00,27.02,0.00,,,,,,
2175,10/27/2022 22:50:00,27.15,0.00,,,,,,
2176,10/27/2022 23:00:00,27.11,0.00,,,,,,
2177,10/27/2022 23:10:00,27.15,0.00,,,,,,
2178,10/27/2022 23:20:00,27.07,0.00,,,,,,
2179,10/27/2022 23:30:00,27.11,0.00,,,,,,
2180,10/27/2022 23:40:00,27.07,0.00,,,,,,
2181,10/27/2022 23:50:00,27.11,0.00,,,,,,
2182,10/28/2022 00:00:00,27.07,0.00,,,,,,
2183,10/28/2022 00:10:00,27.07,0.00,,,,,,
2184,10/28/2022 00:20:00,27.07,0.00,,,,,,
2185,10/28/2022 00:30:00,27.07,0.00,,,,,,
2186,10/28/2022 00:40:00,26.98,0.00,,,,,,
2187,10/28/2022 00:50:00,26.98,0.00,,,,,,
2188,10/28/2022 01:00:00,26.98,0.00,,,,,,
2189,10/28/2022 01:10:00,26.98,0.00,,,,,,
2190,10/28/2022 01:20:00,26.98,0.00,,,,,,
2191,10/28/2022 01:30:00,26.98,0.00,,,,,,
2192,10/28/2022 01:40:00,26.90,0.00,,,,,,
2193,10/28/2022 01:50:00,26.98,0.00,,,,,,
2194,10/28/2022 02:00:00,26.94,0.00,,,,,,
2195,10/28/2022 02:10:00,26.90,0.00,,,,,,
2196,10/28/2022 02:20:00,26.90,0.00,,,,,,
2197,10/28/2022 02:30:00,26.90,0.00,,,,,,
2198,10/28/2022 02:40:00,26.90,0.00,,,,,,
2199,10/28/2022 02:50:00,26.85,0.00,,,,,,
2200,10/28/2022 03:00:00,26.85,0.00,,,,,,
2201,10/28/2022 03:10:00,26.85,0.00,,,,,,
2202,10/28/2022 03:20:00,26.85,0.00,,,,,,
2203,10/28/2022 03:30:00,26.81,0.00,,,,,,
2204,10/28/2022 03:40:00,26.81,0.00,,,,,,
2205,10/28/2022 03:50:00,26.81,0.00,,,,,,
2206,10/28/2022 04:00:00,26.85,0.00,,,,,,
2207,10/28/2022 04:10:00,26.81,0.00,,,,,,
2208,10/28/2022 04:20:00,26.77,0.00,,,,,,
2209,10/28/2022 04:30:00,26.77,0.00,,,,,,
2210,10/28/2022 04:40:00,26.77,0.00,,,,,,
2211,10/28/2022 04:50:00,26.77,0.00,,,,,,
2212,10/28/2022 05:00:00,26.72,0.00,,,,,,
2213,10/28/2022 05:10:00,26.77,4.61,,,,,,
2214,10/28/2022 05:20:00,26.72,28.20,,,,,,
2215,10/28/2022 05:30:00,26.72,88.40,,,,,,
2216,10/28/2022 05:40:00,26.77,166.96,,,,,,
2217,10/28/2022 05:50:00,26.68,244.72,,,,,,
2218,10/28/2022 06:00:00,26.72,325.20,,,,,,
2219,10/28/2022 06:10:00,26.72,405.92,,,,,,
2220,10/28/2022 06:20:00,26.72,1135.36,,,,,,
2221,10/28/2022 06:30:00,26.77,1448.32,,,,,,
2222,10/28/2022 06:40:00,26.77,1750.40,,,,,,
2223,10/28/2022 06:50:00,26.85,2012.16,,,,,,
2224,10/28/2022 07:00:00,26.90,2307.84,,,,,,
2225,10/28/2022 07:10:00,26.94,2436.48,,,,,,
2226,10/28/2022 07:20:00,27.07,2876.16,,,,,,
2227,10/28/2022 07:30:00,27.15,3239.68,,,,,,
2228,10/28/2022 07:40:00,27.20,3599.36,,,,,,
2229,10/28/2022 07:50:00,27.28,3915.52,,,,,,
2230,10/28/2022 08:00:00,27.32,4291.84,,,,,,
2231,10/28/2022 08:10:00,27.41,4362.24,,,,,,
2232,10/28/2022 08:20:00,27.54,4917.76,,,,,,
2233,10/28/2022 08:30:00,27.63,5365.76,,,,,,
2234,10/28/2022 08:40:00,27.58,5911.04,,,,,,
2235,10/28/2022 08:50:00,27.71,6010.88,,,,,,
2236,10/28/2022 09:00:00,27.88,6376.96,,,,,,
2237,10/28/2022 09:10:00,27.84,6712.32,,,,,,
2238,10/28/2022 09:20:00,27.88,2293.76,,,,,,
2239,10/28/2022 09:30:00,27.97,7633.92,,,,,,
2240,10/28/2022 09:40:00,28.10,8125.44,,,,,,
2241,10/28/2022 09:50:00,28.10,2368.00,,,,,,
2242,10/28/2022 10:00:00,28.18,8957.44,,,,,,
2243,10/28/2022 10:10:00,28.18,8084.48,,,,,,
2244,10/28/2022 10:20:00,27.97,1507.20,,,,,,
2245,10/28/2022 10:30:00,27.84,1476.48,,,,,,
2246,10/28/2022 10:40:00,27.80,1998.08,,,,,,
2247,10/28/2022 10:50:00,27.67,1789.44,,,,,,
2248,10/28/2022 11:00:00,27.63,1681.28,,,,,,
2249,10/28/2022 11:10:00,27.54,1485.44,,,,,,
2250,10/28/2022 11:20:00,27.54,1635.84,,,,,,
2251,10/28/2022 11:30:00,27.45,1952.64,,,,,,
2252,10/28/2022 11:40:00,27.45,2451.84,,,,,,
2253,10/28/2022 11:50:00,27.50,2177.92,,,,,,
2254,10/28/2022 12:00:00,27.50,2235.52,,,,,,
2255,10/28/2022 12:10:00,27.45,2103.68,,,,,,
2256,10/28/2022 12:20:00,27.41,2115.84,,,,,,
2257,10/28/2022 12:30:00,27.37,2529.28,,,,,,
2258,10/28/2022 12:40:00,27.71,8739.84,,,,,,
2259,10/28/2022 12:50:00,27.58,2195.20,,,,,,
2260,10/28/2022 13:00:00,27.50,1124.16,,,,,,
2261,10/28/2022 13:10:00,27.45,1135.36,,,,,,
2262,10/28/2022 13:20:00,27.41,1269.12,,,,,,
2263,10/28/2022 13:30:00,27.41,1254.08,,,,,,
2264,10/28/2022 13:40:00,27.37,1789.44,,,,,,
2265,10/28/2022 13:50:00,27.45,2066.56,,,,,,
2266,10/28/2022 14:00:00,27.45,1314.56,,,,,,
2267,10/28/2022 14:10:00,27.37,1267.52,,,,,,
2268,10/28/2022 14:20:00,27.37,1473.92,,,,,,
2269,10/28/2022 14:30:00,27.41,1691.52,,,,,,
2270,10/28/2022 14:40:00,27.41,1696.64,,,,,,
2271,10/28/2022 14:50:00,27.45,2311.68,,,,,,
2272,10/28/2022 15:00:00,27.45,3187.20,,,,,,
2273,10/28/2022 15:10:00,27.45,1445.12,,,,,,
2274,10/28/2022 15:20:00,27.41,1107.20,,,,,,
2275,10/28/2022 15:30:00,27.50,2149.76,,,,,,
2276,10/28/2022 15:40:00,27.45,1544.32,,,,,,
2277,10/28/2022 15:50:00,27.50,1187.52,,,,,,
2278,10/28/2022 16:00:00,27.54,2192.00,,,,,,
2279,10/28/2022 16:10:00,27.50,775.36,,,,,,
2280,10/28/2022 16:20:00,27.54,1339.52,,,,,,
2281,10/28/2022 16:30:00,27.50,890.88,,,,,,
2282,10/28/2022 16:40:00,27.50,759.36,,,,,,
2283,10/28/2022 16:50:00,27.45,619.68,,,,,,
2284,10/28/2022 17:00:00,27.41,792.00,,,,,,
2285,10/28/2022 17:10:00,27.45,486.08,,,,,,
2286,10/28/2022 17:20:00,27.45,335.04,,,,,,
2287,10/28/2022 17:30:00,27.50,286.48,,,,,,
2288,10/28/2022 17:40:00,27.41,193.52,,,,,,
2289,10/28/2022 17:50:00,27.45,106.96,,,,,,
2290,10/28/2022 18:00:00,27.41,48.54,,,,,,
2291,10/28/2022 18:10:00,27.37,12.09,,,,,,
2292,10/28/2022 18:20:00,27.37,1.09,,,,,,
2293,10/28/2022 18:30:00,27.32,0.00,,,,,,
2294,10/28/2022 18:40:00,27.32,0.00,,,,,,
2295,10/28/2022 18:50:00,27.32,0.00,,,,,,
2296,10/28/2022 19:00:00,27.28,0.00,,,,,,
2297,10/28/2022 19:10:00,27.28,0.00,,,,,,
2298,10/28/2022 19:20:00,27.28,0.00,,,,,,
2299,10/28/2022 19:30:00,27.24,0.00,,,,,,
2300,10/28/2022 19:40:00,27.20,0.00,,,,,,
2301,10/28/2022 19:50:00,27.20,0.00,,,,,,
2302,10/28/2022 20:00:00,27.20,0.00,,,,,,
2303,10/28/2022 20:10:00,27.20,0.00,,,,,,
2304,10/28/2022 20:20:00,27.11,0.00,,,,,,
2305,10/28/2022 20:30:00,27.15,0.00,,,,,,
2306,10/28/2022 20:40:00,27.20,0.00,,,,,,
2307,10/28/2022 20:50:00,27.15,0.00,,,,,,
2308,10/28/2022 21:00:00,27.15,0.00,,,,,,
2309,10/28/2022 21:10:00,27.11,0.00,,,,,,
2310,10/28/2022 21:20:00,27.15,0.00,,,,,,
2311,10/28/2022 21:30:00,27.15,0.00,,,,,,
2312,10/28/2022 21:40:00,27.15,0.00,,,,,,
2313,10/28/2022 21:50:00,27.15,0.00,,,,,,
2314,10/28/2022 22:00:00,27.11,7.47,,,,,,
2315,10/28/2022 22:10:00,27.11,0.00,,,,,,
2316,10/28/2022 22:20:00,27.15,0.00,,,,,,
2317,10/28/2022 22:30:00,27.11,0.00,,,,,,
2318,10/28/2022 22:40:00,27.11,0.00,,,,,,
2319,10/28/2022 22:50:00,27.07,0.00,,,,,,
2320,10/28/2022 23:00:00,27.02,0.00,,,,,,
2321,10/28/2022 23:10:00,27.02,0.00,,,,,,
2322,10/28/2022 23:20:00,26.98,0.00,,,,,,
2323,10/28/2022 23:30:00,26.98,0.00,,,,,,
2324,10/28/2022 23:40:00,26.98,0.00,,,,,,
2325,10/28/2022 23:50:00,26.98,0.00,,,,,,
2326,10/29/2022 00:00:00,26.94,0.00,,,,,,
2327,10/29/2022 00:10:00,27.02,0.00,,,,,,
2328,10/29/2022 00:20:00,26.98,0.00,,,,,,
2329,10/29/2022 00:30:00,26.94,0.00,,,,,,
2330,10/29/2022 00:40:00,26.98,0.00,,,,,,
2331,10/29/2022 00:50:00,26.94,0.00,,,,,,
2332,10/29/2022 01:00:00,26.98,0.00,,,,,,
2333,10/29/2022 01:10:00,27.02,0.00,,,,,,
2334,10/29/2022 01:20:00,26.98,0.00,,,,,,
2335,10/29/2022 01:30:00,27.02,0.00,,,,,,
2336,10/29/2022 01:40:00,27.07,0.00,,,,,,
2337,10/29/2022 01:50:00,27.07,0.00,,,,,,
2338,10/29/2022 02:00:00,26.98,0.00,,,,,,
2339,10/29/2022 02:10:00,27.02,0.00,,,,,,
2340,10/29/2022 02:20:00,27.02,0.00,,,,,,
2341,10/29/2022 02:30:00,27.02,0.00,,,,,,
2342,10/29/2022 02:40:00,26.98,0.00,,,,,,
2343,10/29/2022 02:50:00,27.02,0.00,,,,,,
2344,10/29/2022 03:00:00,27.02,0.00,,,,,,
2345,10/29/2022 03:10:00,26.98,0.00,,,,,,
2346,10/29/2022 03:20:00,26.98,0.00,,,,,,
2347,10/29/2022 03:30:00,26.94,0.00,,,,,,
2348,10/29/2022 03:40:00,26.98,0.00,,,,,,
2349,10/29/2022 03:50:00,26.98,0.00,,,,,,
2350,10/29/2022 04:00:00,26.98,0.00,,,,,,
2351,10/29/2022 04:10:00,26.94,0.00,,,,,,
2352,10/29/2022 04:20:00,26.94,0.00,,,,,,
2353,10/29/2022 04:30:00,26.94,0.00,,,,,,
2354,10/29/2022 04:40:00,26.90,0.00,,,,,,
2355,10/29/2022 04:50:00,26.94,0.00,,,,,,
2356,10/29/2022 05:00:00,26.90,0.00,,,,,,
2357,10/29/2022 05:10:00,26.94,3.95,,,,,,
2358,10/29/2022 05:20:00,26.90,26.88,,,,,,
2359,10/29/2022 05:30:00,26.94,82.12,,,,,,
2360,10/29/2022 05:40:00,26.90,148.44,,,,,,
2361,10/29/2022 05:50:00,26.94,203.12,,,,,,
2362,10/29/2022 06:00:00,26.90,274.00,,,,,,
2363,10/29/2022 06:10:00,26.94,278.40,,,,,,
2364,10/29/2022 06:20:00,26.90,456.00,,,,,,
2365,10/29/2022 06:30:00,26.94,1263.04,,,,,,
2366,10/29/2022 06:40:00,26.98,1587.20,,,,,,
2367,10/29/2022 06:50:00,27.02,1884.16,,,,,,
2368,10/29/2022 07:00:00,27.07,2225.28,,,,,,
2369,10/29/2022 07:10:00,27.11,2457.60,,,,,,
2370,10/29/2022 07:20:00,27.24,2794.24,,,,,,
2371,10/29/2022 07:30:00,27.28,3088.64,,,,,,
2372,10/29/2022 07:40:00,27.32,904.96,,,,,,
2373,10/29/2022 07:50:00,27.45,3770.88,,,,,,
2374,10/29/2022 08:00:00,27.41,1213.76,,,,,,
2375,10/29/2022 08:10:00,27.58,4108.80,,,,,,
2376,10/29/2022 08:20:00,27.67,4006.40,,,,,,
2377,10/29/2022 08:30:00,27.71,5056.00,,,,,,
2378,10/29/2022 08:40:00,27.75,2703.36,,,,,,
2379,10/29/2022 08:50:00,27.84,5585.92,,,,,,
2380,10/29/2022 09:00:00,27.93,5108.48,,,,,,
2381,10/29/2022 09:10:00,27.93,5969.92,,,,,,
2382,10/29/2022 09:20:00,28.01,6208.00,,,,,,
2383,10/29/2022 09:30:00,28.10,7170.56,,,,,,
2384,10/29/2022 09:40:00,28.14,5544.96,,,,,,
2385,10/29/2022 09:50:00,28.18,5680.64,,,,,,
2386,10/29/2022 10:00:00,28.14,3315.20,,,,,,
2387,10/29/2022 10:10:00,28.23,6028.80,,,,,,
2388,10/29/2022 10:20:00,28.31,5867.52,,,,,,
2389,10/29/2022 10:30:00,28.31,4875.52,,,,,,
2390,10/29/2022 10:40:00,28.31,3887.36,,,,,,
2391,10/29/2022 10:50:00,28.48,6167.04,,,,,,
2392,10/29/2022 11:00:00,28.48,4024.32,,,,,,
2393,10/29/2022 11:10:00,28.40,2821.12,,,,,,
2394,10/29/2022 11:20:00,28.40,2792.96,,,,,,
2395,10/29/2022 11:30:00,28.48,7203.84,,,,,,
2396,10/29/2022 11:40:00,28.57,4981.76,,,,,,
2397,10/29/2022 11:50:00,28.61,5803.52,,,,,,
2398,10/29/2022 12:00:00,28.65,4907.52,,,,,,
2399,10/29/2022 12:10:00,28.74,6039.04,,,,,,
2400,10/29/2022 12:20:00,28.78,4995.84,,,,,,
2401,10/29/2022 12:30:00,28.83,7641.60,,,,,,
2402,10/29/2022 12:40:00,28.87,6545.92,,,,,,
2403,10/29/2022 12:50:00,29.00,7774.72,,,,,,
2404,10/29/2022 13:00:00,29.13,6287.36,,,,,,
2405,10/29/2022 13:10:00,29.17,7485.44,,,,,,
2406,10/29/2022 13:20:00,29.21,7316.48,,,,,,
2407,10/29/2022 13:30:00,29.17,7339.52,,,,,,
2408,10/29/2022 13:40:00,29.26,7457.28,,,,,,
2409,10/29/2022 13:50:00,29.30,7367.68,,,,,,
2410,10/29/2022 14:00:00,29.26,7170.56,,,,,,
2411,10/29/2022 14:10:00,29.21,4992.00,,,,,,
2412,10/29/2022 14:20:00,29.17,3573.76,,,,,,
2413,10/29/2022 14:30:00,29.04,3118.08,,,,,,
2414,10/29/2022 14:40:00,29.00,2909.44,,,,,,
2415,10/29/2022 14:50:00,28.95,5192.96,,,,,,
2416,10/29/2022 15:00:00,28.91,5258.24,,,,,,
2417,10/29/2022 15:10:00,28.83,2817.28,,,,,,
2418,10/29/2022 15:20:00,28.87,4830.72,,,,,,
2419,10/29/2022 15:30:00,28.83,3289.60,,,,,,
2420,10/29/2022 15:40:00,28.70,1303.36,,,,,,
2421,10/29/2022 15:50:00,28.65,1712.64,,,,,,
2422,10/29/2022 16:00:00,28.57,2279.68,,,,,,
2423,10/29/2022 16:10:00,28.48,1070.40,,,,,,
2424,10/29/2022 16:20:00,28.44,1612.16,,,,,,
2425,10/29/2022 16:30:00,28.40,1124.16,,,,,,
2426,10/29/2022 16:40:00,28.31,1000.00,,,,,,
2427,10/29/2022 16:50:00,28.23,957.76,,,,,,
2428,10/29/2022 17:00:00,28.18,859.20,,,,,,
2429,10/29/2022 17:10:00,28.10,544.00,,,,,,
2430,10/29/2022 17:20:00,28.01,289.12,,,,,,
2431,10/29/2022 17:30:00,26.12,580.96,,,,,,
2432,10/29/2022 17:40:00,27.75,257.28,,,,,,
2433,10/29/2022 17:50:00,27.84,132.60,,,,,,
2434,10/29/2022 18:00:00,27.84,48.10,,,,,,
2435,10/29/2022 18:10:00,27.75,12.09,,,,,,
2436,10/29/2022 18:20:00,27.75,0.65,,,,,,
2437,10/29/2022 18:30:00,27.71,0.00,,,,,,
2438,10/29/2022 18:40:00,27.71,0.00,,,,,,
2439,10/29/2022 18:50:00,27.75,0.00,,,,,,
2440,10/29/2022 19:00:00,27.75,0.00,,,,,,
2441,10/29/2022 19:10:00,27.63,0.00,,,,,,
2442,10/29/2022 19:20:00,27.67,0.00,,,,,,
2443,10/29/2022 19:30:00,27.63,0.00,,,,,,
2444,10/29/2022 19:40:00,27.67,0.00,,,,,,
2445,10/29/2022 19:50:00,27.63,0.00,,,,,,
2446,10/29/2022 20:00:00,27.67,0.00,,,,,,
2447,10/29/2022 20:10:00,27.67,0.00,,,,,,
2448,10/29/2022 20:20:00,27.58,0.00,,,,,,
2449,10/29/2022 20:30:00,27.58,0.00,,,,,,
2450,10/29/2022 20:40:00,27.58,0.00,,,,,,
2451,10/29/2022 20:50:00,27.54,0.00,,,,,,
2452,10/29/2022 21:00:00,27.54,0.00,,,,,,
2453,10/29/2022 21:10:00,27.54,0.00,,,,,,
2454,10/29/2022 21:20:00,27.50,0.00,,,,,,
2455,10/29/2022 21:30:00,27.58,0.00,,,,,,
2456,10/29/2022 21:40:00,27.54,0.00,,,,,,
2457,10/29/2022 21:50:00,27.50,0.00,,,,,,
2458,10/29/2022 22:00:00,27.50,0.00,,,,,,
2459,10/29/2022 22:10:00,27.50,0.00,,,,,,
2460,10/29/2022 22:20:00,27.50,0.00,,,,,,
2461,10/29/2022 22:30:00,27.50,0.00,,,,,,
2462,10/29/2022 22:40:00,27.45,0.00,,,,,,
2463,10/29/2022 22:50:00,27.45,0.00,,,,,,
2464,10/29/2022 23:00:00,27.45,0.00,,,,,,
2465,10/29/2022 23:10:00,27.45,0.00,,,,,,
2466,10/29/2022 23:20:00,27.41,0.00,,,,,,
2467,10/29/2022 23:30:00,27.37,0.00,,,,,,
2468,10/29/2022 23:40:00,27.32,0.00,,,,,,
2469,10/29/2022 23:50:00,27.41,0.00,,,,,,
2470,10/30/2022 00:00:00,27.32,0.00,,,,,,
2471,10/30/2022 00:10:00,27.37,0.00,,,,,,
2472,10/30/2022 00:20:00,27.32,0.00,,,,,,
2473,10/30/2022 00:30:00,27.32,0.00,,,,,,
2474,10/30/2022 00:40:00,27.32,0.00,,,,,,
2475,10/30/2022 00:50:00,27.32,0.00,,,,,,
2476,10/30/2022 01:00:00,27.24,0.00,,,,,,
2477,10/30/2022 01:10:00,27.28,0.00,,,,,,
2478,10/30/2022 01:20:00,27.20,0.00,,,,,,
2479,10/30/2022 01:30:00,27.20,0.00,,,,,,
2480,10/30/2022 01:40:00,27.20,0.00,,,,,,
2481,10/30/2022 01:50:00,27.15,0.00,,,,,,
2482,10/30/2022 02:00:00,27.11,0.00,,,,,,
2483,10/30/2022 02:10:00,27.15,0.00,,,,,,
2484,10/30/2022 02:20:00,27.15,0.00,,,,,,
2485,10/30/2022 02:30:00,27.15,0.00,,,,,,
2486,10/30/2022 02:40:00,27.11,0.00,,,,,,
2487,10/30/2022 02:50:00,27.15,0.00,,,,,,
2488,10/30/2022 03:00:00,27.07,0.00,,,,,,
2489,10/30/2022 03:10:00,27.11,0.00,,,,,,
2490,10/30/2022 03:20:00,27.11,0.00,,,,,,
2491,10/30/2022 03:30:00,27.15,0.00,,,,,,
2492,10/30/2022 03:40:00,27.11,0.00,,,,,,
2493,10/30/2022 03:50:00,27.15,0.00,,,,,,
2494,10/30/2022 04:00:00,27.15,0.00,,,,,,
2495,10/30/2022 04:10:00,27.15,0.00,,,,,,
2496,10/30/2022 04:20:00,27.11,0.00,,,,,,
2497,10/30/2022 04:30:00,27.07,0.00,,,,,,
2498,10/30/2022 04:40:00,27.11,0.00,,,,,,
2499,10/30/2022 04:50:00,27.11,0.00,,,,,,
2500,10/30/2022 05:00:00,27.07,0.00,,,,,,
2501,10/30/2022 05:10:00,27.11,4.17,,,,,,
2502,10/30/2022 05:20:00,27.07,28.64,,,,,,
2503,10/30/2022 05:30:00,27.15,88.40,,,,,,
2504,10/30/2022 05:40:00,27.07,177.52,,,,,,
2505,10/30/2022 05:50:00,27.11,252.00,,,,,,
2506,10/30/2022 06:00:00,27.11,347.36,,,,,,
2507,10/30/2022 06:10:00,27.11,442.88,,,,,,
2508,10/30/2022 06:20:00,27.11,643.84,,,,,,
2509,10/30/2022 06:30:00,27.15,836.48,,,,,,
2510,10/30/2022 06:40:00,27.20,2225.28,,,,,,
2511,10/30/2022 06:50:00,27.24,2422.40,,,,,,
2512,10/30/2022 07:00:00,27.37,2807.04,,,,,,
2513,10/30/2022 07:10:00,27.41,3313.92,,,,,,
2514,10/30/2022 07:20:00,27.50,2508.16,,,,,,
2515,10/30/2022 07:30:00,27.58,4482.56,,,,,,
2516,10/30/2022 07:40:00,27.67,4499.20,,,,,,
2517,10/30/2022 07:50:00,27.71,5157.12,,,,,,
2518,10/30/2022 08:00:00,27.80,5509.12,,,,,,
2519,10/30/2022 08:10:00,27.93,5644.80,,,,,,
2520,10/30/2022 08:20:00,27.97,6400.00,,,,,,
2521,10/30/2022 08:30:00,27.93,1761.92,,,,,,
2522,10/30/2022 08:40:00,28.05,5639.68,,,,,,
2523,10/30/2022 08:50:00,28.05,7400.96,,,,,,
2524,10/30/2022 09:00:00,28.05,7654.40,,,,,,
2525,10/30/2022 09:10:00,28.05,1596.16,,,,,,
2526,10/30/2022 09:20:00,28.05,2680.32,,,,,,
2527,10/30/2022 09:30:00,28.05,1924.48,,,,,,
